@T,table
Created,2019-01-10 16:50
Author,HortonMachine library
@H,timestamp,value_8
ID,,8
Type,Date,Double
Format,yyyy-MM-dd HH:mm,
,2014-05-11 04:00,6489017.790201724
,2014-05-11 05:00,6488842.302021727
,2014-05-11 06:00,6488666.99627997
,2014-05-11 07:00,6488491.8668702245
,2014-05-11 08:00,6488316.906912297
,2014-05-11 09:00,6488142.108786181
,2014-05-11 10:00,6487967.464188099
,2014-05-11 11:00,6487792.964189872
,2014-05-11 12:00,6487618.599305674
,2014-05-11 13:00,6487444.35954693
,2014-05-11 14:00,6487270.234453186
,2014-05-11 15:00,6487096.21311295
,2014-05-11 16:00,6486922.284159496
,2014-05-11 17:00,6486748.43575196
,2014-05-11 18:00,6486574.655506566
,2014-05-11 19:00,6486400.930357903
,2014-05-11 20:00,6486227.246476576
,2014-05-11 21:00,6486053.589203864
,2014-05-11 22:00,6485879.942984134
,2014-05-11 23:00,6485706.291287437
,2014-05-12 00:00,6485532.616517499
,2014-05-12 01:00,6485358.899900153
,2014-05-12 02:00,6485185.121346459
,2014-05-12 03:00,6485011.259281814
,2014-05-12 04:00,6484837.290429145
,2014-05-12 05:00,6484663.1895272285
,2014-05-12 06:00,6484488.9289277345
,2014-05-12 07:00,6484314.477944434
,2014-05-12 08:00,6484139.802101806
,2014-05-12 09:00,6483964.861976147
,2014-05-12 10:00,6483789.611205146
,2014-05-12 11:00,6483613.992380112
,2014-05-12 12:00,6483437.923924357
,2014-05-12 13:00,6483261.270610914
,2014-05-12 14:00,6483083.994468182
,2014-05-12 15:00,6482906.101475924
,2014-05-12 16:00,6482727.597602129
,2014-05-12 17:00,6482548.488809943
,2014-05-12 18:00,6482368.781040236
,2014-05-12 19:00,6482188.480149969
,2014-05-12 20:00,6482007.591891304
,2014-05-12 21:00,6481826.121906698
,2014-05-12 22:00,6481644.075729355
,2014-05-12 23:00,6481461.458785176
,2014-05-13 00:00,6481278.276395097
,2014-05-13 01:00,6481094.533777803
,2014-05-13 02:00,6480910.236052036
,2014-05-13 03:00,6480725.388239175
,2014-05-13 04:00,6480539.995265603
,2014-05-13 05:00,6480354.061965033
,2014-05-13 06:00,6480167.593062967
,2014-05-13 07:00,6479980.593092576
,2014-05-13 08:00,6479793.066400871
,2014-05-13 09:00,6479605.017171323
,2014-05-13 10:00,6479416.449453831
,2014-05-13 11:00,6479227.367190078
,2014-05-13 12:00,6479038.425288841
,2014-05-13 13:00,6478851.043817729
,2014-05-13 14:00,6478666.350186646
,2014-05-13 15:00,6478483.623359069
,2014-05-13 16:00,6478302.3140425235
,2014-05-13 17:00,6478122.145458207
,2014-05-13 18:00,6477941.90362443
,2014-05-13 19:00,6477761.989559501
,2014-05-13 20:00,6477583.545900136
,2014-05-13 21:00,6477406.43572627
,2014-05-13 22:00,6477230.009193286
,2014-05-13 23:00,6477053.660867885
,2014-05-14 00:00,6476876.87748076
,2014-05-14 01:00,6476700.4485274255
,2014-05-14 02:00,6476523.863066763
,2014-05-14 03:00,6476347.109286457
,2014-05-14 04:00,6476169.812740907
,2014-05-14 05:00,6475995.371215001
,2014-05-14 06:00,6475846.540117681
,2014-05-14 07:00,6475721.711673975
,2014-05-14 08:00,6475610.841653764
,2014-05-14 09:00,6475526.315790042
,2014-05-14 10:00,6475456.9501054585
,2014-05-14 11:00,6475392.591160193
,2014-05-14 12:00,6475327.572689518
,2014-05-14 13:00,6475263.83058548
,2014-05-14 14:00,6475198.169550613
,2014-05-14 15:00,6475135.784949079
,2014-05-14 16:00,6475081.0119190365
,2014-05-14 17:00,6475037.698677301
,2014-05-14 18:00,6475006.386270523
,2014-05-14 19:00,6474982.315162465
,2014-05-14 20:00,6474960.935313836
,2014-05-14 21:00,6474939.364405438
,2014-05-14 22:00,6474914.541296825
,2014-05-14 23:00,6474885.304118216
,2014-05-15 00:00,6474851.390663087
,2014-05-15 01:00,6474812.729693547
,2014-05-15 02:00,6474769.381169751
,2014-05-15 03:00,6474721.462931678
,2014-05-15 04:00,6474669.111932129
,2014-05-15 05:00,6474612.468100473
,2014-05-15 06:00,6474551.668370128
,2014-05-15 07:00,6474486.844683364
,2014-05-15 08:00,6474418.123477429
,2014-05-15 09:00,6474345.625729755
,2014-05-15 10:00,6474269.46718435
,2014-05-15 11:00,6474190.018574938
,2014-05-15 12:00,6474107.219243392
,2014-05-15 13:00,6474021.102023557
,2014-05-15 14:00,6473931.740931347
,2014-05-15 15:00,6473842.367592946
,2014-05-15 16:00,6473755.499066636
,2014-05-15 17:00,6473668.904119134
,2014-05-15 18:00,6473580.723096818
,2014-05-15 19:00,6473490.346865326
,2014-05-15 20:00,6473397.791151568
,2014-05-15 21:00,6473302.441025674
,2014-05-15 22:00,6473204.168532759
,2014-05-15 23:00,6473103.00352639
,2014-05-16 00:00,6472999.012201577
